client_id: -LtPNkt7PDVc8m3oSxkj
inform(food),I hate broccoli,"{'intent': 'inform', 'entity': ['broccoli'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
inform(food),That looks disgusting,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),That looks great!,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -LteWrMrdLPg0qh2_yOc
,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(filling),light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),reasonably,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,inform,TRUE,healthy,,,,,,
request(diet),none,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),where's the beef?,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,inform,beef,food,+,,,,,
request(another),How about something with some meat?,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,inform,meat,food,+,,,,,
inform(food),I'm not a vegetarian,"{'intent': 'inform', 'entity': False, 'entity_type': 'vegan', 'polarity': None}",,,,,,,,,,,
inform(food),"I just told you, I don't want to eat a salad","{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,inform,salad,food,-,,,,,
inform(food),That's more like it.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),If you must,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),How about you stick that recipe where the sun doesn't shine?,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -LtGK9hHp1GdNBBGQXll
,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,yeah everything is good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(filling),I would rather have the light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),I want to fairly healthy meal,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
request(diet),no thanks for asking,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),nice choice,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,yes,,,,,,,,
request(another),no thanks this one is really good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,no,,,,,,,,
inform(food),I'm not a huge fan of broccoli,"{'intent': 'inform', 'entity': ['broccoli'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
inform(food),no that's great,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,no,,,,,,,,
request(another),okay,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),that's really good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),no thanks I'm fine with this,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,no,,,,,,,,
inform(food),the title of peanut butter,"{'intent': 'inform', 'entity': 'peanut', 'entity_type': 'intolerances', 'polarity': None}",,,,,,,,,,,
client_id: -Lt_7uLrgvP6H-EwiGKy
,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,Fernando,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(mood),Good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(from),Mexico,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(usual_dinner),Cereal or tacos,"{'intent': 'inform', 'entity': ['cereal', 'taco'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
request(filling),I am very hungry.,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),Regular,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(diet),Do Not,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),something quick to prepare,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),Ok,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),"Yes, a dessert","{'intent': 'inform', 'entity': ['dessert'], 'entity_type': 'food', 'polarity': '+'}",,asking for a dessert,,,,,,,,,
inform(food),Thanks,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),Not,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -LtZwG8dJUrhc9w0Xssz
,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,Angela,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(mood),Good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(from),I live in Pittsburgh,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(usual_dinner),Pasta,"{'intent': 'inform', 'entity': ['pasta'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
request(filling),Feeling hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),Somewhat healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
request(diet),I'm vegan,"{'intent': 'inform', 'entity': True, 'entity_type': 'vegan', 'polarity': None}",,,,,,,,,,,
request(time),Quick to prepare,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),looks delicious,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),Sure,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",X,,,,,,,,,,
inform(food),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",X,,,,,,,,,,
inform(food),Looks good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -Lt_7uK522fmbBpcyoYi
,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,John,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(mood),"Fine, could use something to eat, though","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(from),Southeast Michigan,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(usual_dinner),"Low fat meats, dairy, multiple grain whole wheats, vegetables","{'intent': 'inform', 'entity': ['meat', 'dairy', 'wheat', 'vegetables'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
request(filling),hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),As nourishing as possible,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(diet),"sucrose heavy, insoluble fiber","{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),time to cook,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),Not enough protein,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,requests meat,,,,,,,,,
inform(food),I don't like cheese in soups,"{'intent': 'inform', 'entity': ['cheese', 'soup'], 'entity_type': 'food', 'polarity': '-'}",,,IDK?,,,,,,,,
inform(food),Sounds worth a try,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,yes,,,,,,,,
request(another),I think we'll try this one for now,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),yes i do,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),no thank you,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",X,,,,,,,,,,
client_id: -LteIHwHoxWkRbT9BzH1
,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(filling),light,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),not,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,inform,FALSE,healthy,,,,,,
request(diet),none,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),quick and fast,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",X,,,,,,,,,,
inform(food),yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -Lt_IPzhxP6KiobRRtwb
,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,sam,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(mood),not bad thank you,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(from),eastbourne,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(usual_dinner),pasta or meat,"{'intent': 'inform', 'entity': ['pasta', 'meat'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
request(filling),light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),average,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,inform,TRUE,healthy,,,,,,
request(diet),none,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),don't like onions,"{'intent': 'inform', 'entity': ['onion'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
inform(food),i would try it,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),perfect,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,yes,,,,,,,,
request(another),yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),very nice,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),no thank you,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -Lt_IQtl9IGoUrNmaP2Q
,hi,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,my name is luis,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(mood),everything is fine! thanks,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(from),"I live in Porto, Portugal.","{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(usual_dinner),I usually eat a lot of pasta for dinner because i get home late after practise,"{'intent': 'inform', 'entity': ['pasta'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
request(filling),Im feeling hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),"i usually rather eat a healty meal, so very healthy would be nice","{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
request(diet),Any,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),I would rather have something quick to prepare,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),it seems very nice,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,yes,,,,,,,,
request(another),sure,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),thank you,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,yes,,,,,,,,
request(another),why not?,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),do you only have salmon recipes?,"{'intent': 'inform', 'entity': ['salmon'], 'entity_type': 'food', 'polarity': '+'}",,,no,,,,,,,,
inform(food),i dont like avocado,"{'intent': 'inform', 'entity': ['avocado'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
inform(food),yes it seems nice,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -LteBy0yqhh_t8i2PoBj
,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(filling),"i m hungry, i haven t had lunch","{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),not healthy,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(diet),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),something qquick i guess,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,inform,FALSE,time,,,,,,
inform(food),thanks,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,yes,,,,,,,,
request(another),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -LtPNretLxwm_O1wAgvd
,"Hi Cora, what can you recommend I make for dinner?","{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,Anne,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(mood),"Grea, thanks. You?","{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,yes,,,,,,,,
request(from),I like in London.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,IDK,,,,,,,,
request(usual_dinner),It depends -- I,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(filling),I'd prefer a light dinner.,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),Quite healthy.,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
request(diet),I'm vegetarian.,"{'intent': 'inform', 'entity': True, 'entity_type': 'vegan', 'polarity': None}",,,,,,,,,,,
request(time),Something quick would be better.,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),That looks delicious.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),Yes please.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),I think I will. You said you'd sendme another recipe?,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),Yes please.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),That loks good. Thank you.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),"No, I think those two are enough for now. Thank you!","{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -LtZiTiiyXUGT891J_1B
,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,Phil,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(mood),Im well thanks & yourself?,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(from),Frome,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(usual_dinner),Chicken with vegetables,"{'intent': 'inform', 'entity': ['vegetables'], 'entity_type': 'food', 'polarity': '+'}",,missing chiken,,,,,,,,,
request(filling),hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
request(diet),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),looks good!,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),no thank you,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -LtUzVy_osaJr1G20Dr7
,hi,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,yvonne,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(mood),"all good thanks, not up to much I'm off work today","{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,yes,,,,,,,,
request(from),north west,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(usual_dinner),meat and veg and some carbs,"{'intent': 'inform', 'entity': ['meat'], 'entity_type': 'food', 'polarity': '+'}",,missing vegetables,,,,,,,,,
request(filling),light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),very healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
request(diet),no lactose,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,inform,lactose,intolerances,,,,,,
request(time),time to cook,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),too easy,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,no,,,,,,,,
request(another),yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),too plain,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,no,,,,,,,,
request(another),yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),sounds tasty,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),no that's ok,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -LtUuYH49UYDsYYBe6kg
,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,Alex,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(mood),"Yeah, fine thanks, and you?","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(from),Yorkshire.,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(usual_dinner),Various things,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(filling),Light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),Moderately,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,inform,TRUE,healthy,,,,,,
request(diet),None,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),Have time,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),Ok,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),yeah,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),ok,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -LtFc0hxcyIIe5B-SPoW
,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,everything is good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(filling),i m hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),very healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
request(diet),nop,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),i have 1h,"{'intent': 'inform', 'entity': 60, 'entity_type': 'duration', 'polarity': None}",,,,,,,,,,,
inform(food),no i don t like salmon,"{'intent': 'inform', 'entity': ['salmon'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
inform(food),why not,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),yes please,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),no it s not for dinner,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),ok,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),no i m good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,no,,,,,,,,
inform(food),ok,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -Lt_IPyXq_D23wKlWQxs
,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -LtGK4RNa5JROYYqjKzd
,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,alright,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(filling),a little hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),very healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
request(diet),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),i prefer a quick on,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),great,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),"no, thanks","{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -Lt_IQ0_5tlYQkKWZZ2b
,"Hi Cora, how are you? Would you like to know what you would like to have dinner today?","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,Nathalia,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(mood),"Yes, thanks","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(from),I'm living in Portugal,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(usual_dinner), I usually make rice and beans with some protein,"{'intent': 'inform', 'entity': ['rice', 'beans'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
request(filling), I would like a lighter dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy), slightly lighter with less saturated fat and less carbs,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(diet),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),"It depends. Some days I don't work the night I can cook more elaborate foods, but some days I need to make faster foods","{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),thanks Cora,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,yes,,,,,,,,
request(another),i'd love it,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),Perfect,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,yes,,,,,,,,
request(another), Could send a main meal recipe?,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),thanks,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,yes,,,,,,,,
request(another),No thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -LtFiciDs2QL2OsiEXMt
,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,yes everything is alright,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(filling),I rather have a light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),very healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
request(diet),no I don't have any allergies or intolerances,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),I only have 20 minutes,"{'intent': 'inform', 'entity': 20, 'entity_type': 'duration', 'polarity': None}",,,,,,,,,,,
inform(food),thank you,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,yes,,,,,,,,
request(another),no need to thank you,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -Lt5HWRQU5HTmkQRjFAk
,Hi,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,I'm fine,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -Lt_7uA_Xrij-Acy5dRa
,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
