786,request(diet),I'm vegetarian.,"{'intent': 'inform', 'entity': True, 'entity_type': 'vegan', 'polarity': None}",,,,,,,,,,,
787,request(time),Something quick would be better.,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
788,inform(food),That looks delicious.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
789,request(another),Yes please.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
790,inform(food),I think I will. You said you'd sendme another recipe?,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
791,request(another),Yes please.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
792,inform(food),That loks good. Thank you.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
793,request(another),"No, I think those two are enough for now. Thank you!","{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
794,client_id: -LtZiTiiyXUGT891J_1B,,,,,,,,,,,,,
795,,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
796,greeting,Phil,"{'intent': 'inform', 'entity': 'Phil', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
797,request(mood),Im well thanks & yourself?,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
798,request(from),Frome,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
799,request(usual_dinner),Chicken with vegetables,"{'intent': 'inform', 'entity': ['vegetables', 'chicken'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
800,request(filling),hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
801,request(healthy),healthy,"{'intent': 'inform', 'entity': 0.75, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
802,request(diet),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
803,request(time),quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
804,inform(food),looks good!,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
805,request(another),no thank you,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
806,client_id: -LtUzVy_osaJr1G20Dr7,,,,,,,,,,,,,
807,,hi,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
808,greeting,yvonne,"{'intent': 'inform', 'entity': 'Yvonne', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
809,request(mood),"all good thanks, not up to much I'm off work today","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
810,request(from),north west,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
811,request(usual_dinner),meat and veg and some carbs,"{'intent': 'inform', 'entity': ['meat', 'vegetables'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
812,request(filling),light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
813,request(healthy),very healthy,"{'intent': 'inform', 'entity': 0.75, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
814,request(diet),no lactose,"{'intent': 'inform', 'entity': ['dairy'], 'entity_type': 'intolerances', 'polarity': None}",,,,,,,,,,,
815,request(time),time to cook,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
816,inform(food),too easy,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
817,request(another),yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
818,inform(food),too plain,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
819,request(another),yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
820,inform(food),sounds tasty,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
821,request(another),no that's ok,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
822,client_id: -LtUuYH49UYDsYYBe6kg,,,,,,,,,,,,,
823,,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
824,greeting,Alex,"{'intent': 'inform', 'entity': 'Alex', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
825,request(mood),"Yeah, fine thanks, and you?","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
826,request(from),Yorkshire.,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
827,request(usual_dinner),Various things,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
828,request(filling),Light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
829,request(healthy),Moderately,"{'intent': 'inform', 'entity': 0.5, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
830,request(diet),None,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
831,request(time),Have time,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
832,inform(food),Ok,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
833,request(another),yeah,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
834,inform(food),ok,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
835,request(another),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
836,client_id: -LtFc0hxcyIIe5B-SPoW,,,,,,,,,,,,,
837,,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
838,request(mood),everything is good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
839,request(filling),i m hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
840,request(healthy),very healthy,"{'intent': 'inform', 'entity': 0.75, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
841,request(diet),nop,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
842,request(time),i have 1h,"{'intent': 'inform', 'entity': 60, 'entity_type': 'duration', 'polarity': None}",,,,,,,,,,,
843,inform(food),no i don t like salmon,"{'intent': 'inform', 'entity': ['salmon'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
844,inform(food),why not,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
845,request(another),yes please,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
846,inform(food),no it s not for dinner,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
847,inform(food),ok,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
848,request(another),no i m good,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
849,inform(food),ok,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
850,client_id: -Lt_IPyXq_D23wKlWQxs,,,,,,,,,,,,,
851,,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
852,client_id: -LtGK4RNa5JROYYqjKzd,,,,,,,,,,,,,
853,,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
854,request(mood),alright,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
855,request(filling),a little hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
856,request(healthy),very healthy,"{'intent': 'inform', 'entity': 0.75, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
857,request(diet),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
858,request(time),i prefer a quick on,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
859,inform(food),great,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
860,request(another),"no, thanks","{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
861,client_id: -Lt_IQ0_5tlYQkKWZZ2b,,,,,,,,,,,,,
862,,"Hi Cora, how are you? Would you like to know what you would like to have dinner today?","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
863,greeting,Nathalia,"{'intent': 'inform', 'entity': 'Nathalia', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
864,request(mood),"Yes, thanks","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
865,request(from),I'm living in Portugal,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
866,request(usual_dinner), I usually make rice and beans with some protein,"{'intent': 'inform', 'entity': ['rice', 'beans'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
867,request(filling), I would like a lighter dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
868,request(healthy), slightly lighter with less saturated fat and less carbs,"{'intent': 'inform', 'entity': 0.75, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
869,request(diet),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
870,request(time),"It depends. Some days I don't work the night I can cook more elaborate foods, but some days I need to make faster foods","{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
871,inform(food),thanks Cora,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
872,request(another),i'd love it,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
873,inform(food),Perfect,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
874,request(another), Could send a main meal recipe?,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
875,inform(food),thanks,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
876,request(another),No thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
877,client_id: -LtFiciDs2QL2OsiEXMt,,,,,,,,,,,,,
878,,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
879,request(mood),yes everything is alright,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
880,request(filling),I rather have a light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
881,request(healthy),very healthy,"{'intent': 'inform', 'entity': 0.75, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
882,request(diet),no I don't have any allergies or intolerances,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
883,request(time),I only have 20 minutes,"{'intent': 'inform', 'entity': 20, 'entity_type': 'duration', 'polarity': None}",,,,,,,,,,,
884,inform(food),thank you,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
885,request(another),no need to thank you,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
886,client_id: -Lt5HWRQU5HTmkQRjFAk,,,,,,,,,,,,,
887,,Hi,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
888,request(mood),I'm fine,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
889,client_id: -Lt_7uA_Xrij-Acy5dRa,,,,,,,,,,,,,
890,,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
891,greeting,Tarren,"{'intent': 'inform', 'entity': 'Tarren', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
892,request(mood),Yes ma'am everything is going good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
893,request(from),Nevada,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
894,request(usual_dinner),Chicken steak all kinds of things,"{'intent': 'inform', 'entity': ['steak', 'chicken'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
895,request(filling),Hungry as heck,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
896,request(healthy),Doesn't matter,"{'intent': 'inform', 'entity': 0, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
897,request(diet),I can eat anything,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
898,request(time),Quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
899,inform(food),Yummmm,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
900,request(another),No thank you,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
901,client_id: -LtPQFq7XzGxe3Mv4wIV,,,,,,,,,,,,,
902,,Hello Cora,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
903,greeting,My name is Fabian,"{'intent': 'inform', 'entity': 'Fabian', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
904,request(mood),I am somewhat tired,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
905,request(from),I live in Hamburg,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
906,request(usual_dinner),Pasta,"{'intent': 'inform', 'entity': ['pasta'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
907,request(filling),I am very hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
908,request(healthy),Healthy,"{'intent': 'inform', 'entity': 0.75, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
909,request(diet),nope,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
910,request(time),quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
911,inform(food),Thank you!,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
912,request(another),"Yes, please","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
913,inform(food),Do you have a recipe without salmon?,"{'intent': 'inform', 'entity': ['salmon'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
914,inform(food),Do you have a recipe with pasta?,"{'intent': 'inform', 'entity': ['pasta'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
915,inform(food),"Ok, thank you","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
916,request(another),"No, thanks","{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
917,client_id: -LteWrXlYyeXY4FGRB2r,,,,,,,,,,,,,
918,,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
919,request(filling),Light dinner please.,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
920,request(healthy),It doesn't have to be healthy.,"{'intent': 'inform', 'entity': 0, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
921,request(diet),No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
922,request(time),Quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
923,inform(food),Pass. I don't care for avocados or onions.,"{'intent': 'inform', 'entity': ['avocado', 'onion'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
924,inform(food),Can I have something unhealthy please?,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
925,request(another),Yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
926,inform(food),Thanks,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
927,request(another),No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
928,client_id: -Lt_ISCNHZnNY_L5zN4G,,,,,,,,,,,,,
929,,Hello.,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
930,greeting,Mike.,"{'intent': 'inform', 'entity': 'Mike', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
931,request(mood),"Yes, how about you?","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
932,request(from),Portugal.,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
933,request(usual_dinner),Pasta or vegetables.,"{'intent': 'inform', 'entity': ['pasta', 'vegetables'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
934,request(filling),Light dinner.,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
935,request(healthy),Extremely.,"{'intent': 'inform', 'entity': 1, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
936,request(diet),Gluten Free.,"{'intent': 'inform', 'entity': 'gluten', 'entity_type': 'intolerances', 'polarity': None}",,,,,,,,,,,
937,request(time),Quick.,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
938,inform(food),Thank you so much.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
939,request(another),Sure.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
940,inform(food),Loved it.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
941,request(another),Sure.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
942,inform(food),Nice.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
943,request(another),"No, thank you.","{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
944,client_id: -LtPNqP5nI0AxlUx3Wpf,,,,,,,,,,,,,
945,,Hi cors,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
946,greeting,Haley,"{'intent': 'inform', 'entity': 'Haley', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
947,request(mood),Im good how are you?,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
948,request(from),Missouri,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
949,request(usual_dinner),Pizza,"{'intent': 'inform', 'entity': ['pizza'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
950,request(filling),Light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
951,request(healthy),Half,"{'intent': 'inform', 'entity': 0, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
952,request(diet),No i like it all,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
953,request(time),Quick please kid friendly,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
954,inform(food),Yes i like it,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
955,request(another),No thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
956,client_id: -Lt_IWbLGuhS6-2GYc7x,,,,,,,,,,,,,
957,,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
958,greeting,Lesly,"{'intent': 'inform', 'entity': 'Lesly', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
959,request(mood),fine,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
960,request(from),Texas,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
961,request(usual_dinner),chicken,"{'intent': 'inform', 'entity': ['chicken'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
962,request(filling),light,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
963,request(healthy),moderately,"{'intent': 'inform', 'entity': 0.5, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
964,request(diet),I dont like tomatoes,"{'intent': 'inform', 'entity': ['tomato'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
965,request(time),I have time to cook,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
966,inform(food),No too healthy,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
967,inform(food),I dont like kale,"{'intent': 'inform', 'entity': ['kale'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
968,inform(food),I would eat this,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
969,request(another),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
970,client_id: -Lt_8Y9Zwbl_mRKVzJW0,,,,,,,,,,,,,
971,,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
972,greeting,Krisztián,"{'intent': 'inform', 'entity': 'Kristian', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
973,request(mood),I'm a little tired,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
974,request(from),"Budapest, Hungary","{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
975,request(usual_dinner),"pasta or fried chicken with fries, sometimes hamburger or pizza","{'intent': 'inform', 'entity': ['pasta', 'hamburger', 'pizza', 'fried chicken'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
976,request(filling),light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
977,request(healthy),middle ground,"{'intent': 'inform', 'entity': 0, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
978,request(diet),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
979,request(time),something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
980,inform(food),i don't like kale,"{'intent': 'inform', 'entity': ['kale'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
981,inform(food),i don't like spinach,"{'intent': 'inform', 'entity': ['spinach'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
982,inform(food),seems nice,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
983,request(another),yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
984,inform(food),"wow, i like it","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
985,request(another),"this two is enough, thank you","{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
986,client_id: -Lt_0oH3V4kYWO5DZgrq,,,,,,,,,,,,,
987,,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
988,greeting,Ricardo,"{'intent': 'inform', 'entity': 'Ricardo', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
989,request(mood),I'm ok and you?,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
990,request(from),Portugal,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
991,request(usual_dinner),Rice and meat,"{'intent': 'inform', 'entity': ['rice', 'meat'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
992,request(filling),Light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
993,request(healthy),Healthy enough,"{'intent': 'inform', 'entity': 0.25, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
994,request(diet),No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
995,request(time),Something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
996,inform(food),Great!!,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
997,request(another),"No, thanks","{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
998,client_id: -LtUuOT5rW0lCLhkcceR,,,,,,,,,,,,,
999,,Hello Cora,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
1000,greeting,Lucy,"{'intent': 'inform', 'entity': 'Lucy', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
1001,request(mood),Good thank you yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
1002,request(from),south east uk,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
1003,request(usual_dinner),it ranges really,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
1004,request(filling),light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
1005,request(healthy),very healthy,"{'intent': 'inform', 'entity': 0.75, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
1006,request(diet),no thank you,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
1007,request(time),quick please,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
1008,inform(food),That looks lovely,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
1009,request(another),no thank you,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
1010,client_id: -Lt_14Cj2XpLkrAfTshj,,,,,,,,,,,,,
1011,,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
1012,greeting,"Hi Cora, my name is Marta","{'intent': 'inform', 'entity': 'Marta', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
1013,request(mood),Nice to meet you too. I am okay thank you,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
